========== DOORS REMOTE SPY LOG ==========
Время старта: 2026-05-17 13:20:34
Длительность: 300 секунд
Направления: C->S (клиент->сервер), S<-C (сервер->клиент), BIND (bindable)
==========================================

[13:20:34][S<-C] ReplicatedStorage.RemotesFolder.SendErrorLog | "STARTING RP ROOM "
[13:24:08][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -268 [number]
[13:24:08][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -245 [number]
[13:24:08][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -214 [number]
[13:24:08][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -164 [number]
[13:24:08][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -149 [number]
[13:24:08][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -145 [number]
[13:24:08][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -145 [number]
[13:24:08][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -145 [number]
[13:24:08][S<-C] ReplicatedStorage.RemotesFolder.Dread | "clear"
[13:24:08][C->FireServer] ReplicatedStorage.RemotesFolder.PingRemote | 
[13:24:08][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -145 [number]
[13:24:08][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -176 [number]
[13:24:08][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -241 [number]
[13:24:08][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -280 [number]
[13:24:08][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -241 [number]
[13:24:08][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -187 [number]
[13:24:08][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -172 [number]
[13:24:08][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -195 [number]
[13:24:08][C->InvokeServer] ReplicatedStorage.RemotesFolder.CheckRevive | 
[13:24:08][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -245 [number]
[13:24:08][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -268 [number]
[13:24:08][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -268 [number]
[13:24:08][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -237 [number]
[13:24:09][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -237 [number]
[13:24:09][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -237 [number]
[13:24:09][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -237 [number]
[13:24:09][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -237 [number]
[13:24:09][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -237 [number]
[13:24:09][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -237 [number]
[13:24:09][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -222 [number]
[13:24:09][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -211 [number]
[13:24:09][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -211 [number]
[13:24:09][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -211 [number]
[13:24:09][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -211 [number]
[13:24:09][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -218 [number]
[13:24:09][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -272 [number]
[13:24:09][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -372 [number]
[13:24:09][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -499 [number]
[13:24:09][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -530 [number]
[13:24:09][S<-C] ReplicatedStorage.RemotesFolder.Dread | "clear"
[13:24:09][C->FireServer] ReplicatedStorage.RemotesFolder.PingRemote | 
[13:24:09][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -530 [number]
[13:24:09][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -534 [number]
[13:24:09][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -557 [number]
[13:24:09][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -576 [number]
[13:24:09][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -580 [number]
[13:24:09][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -580 [number]
[13:24:09][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -580 [number]
[13:24:09][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -580 [number]
[13:24:09][C->InvokeServer] ReplicatedStorage.RemotesFolder.CheckRevive | 
[13:24:09][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -580 [number]
[13:24:09][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -580 [number]
[13:24:09][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -580 [number]
[13:24:09][S<-C] ReplicatedStorage.ReplicatedTweening.TweenEvent | "RunTween" | Workspace.CurrentRooms.15.Sideroom_HotelRoom2Mirrored.Assets.Dresser.DrawerContainer.Main [MeshPart] | {1=0.4000000059604645, 2=Enum.EasingStyle.Quad, 3=Enum.EasingDirection.Out, 4=0, 5=false, ...} | {CFrame=457.413239, -2.31253552, -969.102356, 1, 0, 0, 0, 1, 0, 0, 0, 1, }
[13:24:09][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -576 [number]
[13:24:10][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -557 [number]
[13:24:10][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -495 [number]
[13:24:10][S<-C] ReplicatedStorage.RemotesFolder.GetCurrency | Vector3(457.86, -1.87, -967.73) | 5 [number] | "Gold"
[13:24:10][BIND] Players.Ladenosaben.PlayerGui.TopbarUI.Topbar.StatsTopbarHandler.StatModules.Gold.Gold | 300 [number]
[13:24:10][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -457 [number]
[13:24:10][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -415 [number]
[13:24:10][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -391 [number]
[13:24:10][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -376 [number]
[13:24:10][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -357 [number]
[13:24:10][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -353 [number]
[13:24:10][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -353 [number]
[13:24:10][S<-C] ReplicatedStorage.ReplicatedTweening.TweenEvent | "RunTween" | Workspace.CurrentRooms.15.Sideroom_HotelRoom2Mirrored.Assets.Dresser.DrawerContainer.Main [MeshPart] | {1=0.4000000059604645, 2=Enum.EasingStyle.Quad, 3=Enum.EasingDirection.Out, 4=0, 5=false, ...} | {CFrame=457.413239, -1.39064622, -969.102356, 1, 0, 0, 0, 1, 0, 0, 0, 1, }
[13:24:10][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -353 [number]
[13:24:10][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -353 [number]
[13:24:10][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -353 [number]
[13:24:10][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -357 [number]
[13:24:10][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -361 [number]
[13:24:10][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -372 [number]
[13:24:10][S<-C] ReplicatedStorage.RemotesFolder.Dread | "clear"
[13:24:10][C->FireServer] ReplicatedStorage.RemotesFolder.PingRemote | 
[13:24:10][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -388 [number]
[13:24:10][S<-C] ReplicatedStorage.RemotesFolder.GetCurrency | Vector3(457.86, -0.96, -967.73) | 10 [number] | "Gold"
[13:24:10][BIND] Players.Ladenosaben.PlayerGui.TopbarUI.Topbar.StatsTopbarHandler.StatModules.Gold.Gold | 310 [number]
[13:24:10][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -403 [number]
[13:24:10][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -422 [number]
[13:24:10][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -461 [number]
[13:24:10][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -495 [number]
[13:24:10][S<-C] ReplicatedStorage.RemotesFolder.LightningStrike | 
[13:24:10][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -538 [number]
[13:24:10][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -565 [number]
[13:24:10][C->InvokeServer] ReplicatedStorage.RemotesFolder.CheckRevive | 
[13:24:10][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -572 [number]
[13:24:10][S<-C] ReplicatedStorage.ReplicatedTweening.TweenEvent | "RunTween" | Workspace.CurrentRooms.15.Sideroom_HotelRoom2Mirrored.Assets.Dresser.DrawerContainer.Main [MeshPart] | {1=0.4000000059604645, 2=Enum.EasingStyle.Quad, 3=Enum.EasingDirection.Out, 4=0, 5=false, ...} | {CFrame=457.413239, -3.18754864, -969.102356, 1, 0, 0, 0, 1, 0, 0, 0, 1, }
[13:24:10][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -572 [number]
[13:24:10][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -599 [number]
[13:24:11][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -611 [number]
[13:24:11][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -622 [number]
[13:24:11][S<-C] ReplicatedStorage.ReplicatedTweening.TweenEvent | "RunTween" | Workspace.CurrentRooms.15.Sideroom_HotelRoom2Mirrored.Assets.Dresser.DrawerContainer.Main [MeshPart] | {1=0.4000000059604645, 2=Enum.EasingStyle.Sine, 3=Enum.EasingDirection.InOut, 4=0, 5=false, ...} | {CFrame=457.413239, -2.31253552, -967.702332, 1, 0, 0, 0, 1, 0, 0, 0, 1, }
[13:24:11][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -630 [number]
[13:24:11][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -634 [number]
[13:24:11][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -634 [number]
[13:24:11][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -630 [number]
[13:24:11][S<-C] ReplicatedStorage.ReplicatedTweening.TweenEvent | "RunTween" | Workspace.CurrentRooms.15.Sideroom_HotelRoom2Mirrored.Assets.Dresser.DrawerContainer.Main [MeshPart] | {1=0.4000000059604645, 2=Enum.EasingStyle.Sine, 3=Enum.EasingDirection.InOut, 4=0, 5=false, ...} | {CFrame=457.413239, -1.39064622, -967.702332, 1, 0, 0, 0, 1, 0, 0, 0, 1, }
[13:24:11][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -626 [number]
[13:24:11][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -626 [number]
[13:24:11][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -626 [number]
[13:24:11][S<-C] ReplicatedStorage.RemotesFolder.Dread | "clear"
[13:24:11][C->FireServer] ReplicatedStorage.RemotesFolder.PingRemote | 
[13:24:11][S<-C] ReplicatedStorage.ReplicatedTweening.TweenEvent | "RunTween" | Workspace.CurrentRooms.15.Sideroom_HotelRoom2Mirrored.Assets.Dresser.DrawerContainer.Main [MeshPart] | {1=0.4000000059604645, 2=Enum.EasingStyle.Sine, 3=Enum.EasingDirection.InOut, 4=0, 5=false, ...} | {CFrame=457.413239, -3.18754864, -967.702332, 1, 0, 0, 0, 1, 0, 0, 0, 1, }
[13:24:11][C->InvokeServer] ReplicatedStorage.RemotesFolder.CheckRevive | 
[13:24:11][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -626 [number]
[13:24:11][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -597 [number]
[13:24:11][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -545 [number]
[13:24:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -491 [number]
[13:24:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -446 [number]
[13:24:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -395 [number]
[13:24:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -391 [number]
[13:24:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -391 [number]
[13:24:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -391 [number]
[13:24:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -391 [number]
[13:24:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -391 [number]
[13:24:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -387 [number]
[13:24:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -376 [number]
[13:24:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -368 [number]
[13:24:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -368 [number]
[13:24:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -368 [number]
[13:24:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -368 [number]
[13:24:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -368 [number]
[13:24:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -341 [number]
[13:24:12][S<-C] ReplicatedStorage.RemotesFolder.Dread | "clear"
[13:24:12][C->FireServer] ReplicatedStorage.RemotesFolder.PingRemote | 
[13:24:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -322 [number]
[13:24:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -310 [number]
[13:24:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -303 [number]
[13:24:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -291 [number]
[13:24:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -272 [number]
[13:24:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -249 [number]
[13:24:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -210 [number]
[13:24:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -176 [number]
[13:24:12][C->InvokeServer] ReplicatedStorage.RemotesFolder.CheckRevive | 
[13:24:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -153 [number]
[13:24:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -149 [number]
[13:24:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -149 [number]
[13:24:12][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -149 [number]
[13:24:13][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -145 [number]
[13:24:13][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -129 [number]
[13:24:13][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -114 [number]
[13:24:13][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -102 [number]
[13:24:13][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -102 [number]
[13:24:13][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -102 [number]
[13:24:13][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -99 [number]
[13:24:13][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -99 [number]
[13:24:13][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -102 [number]
[13:24:13][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -102 [number]
[13:24:13][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -102 [number]
[13:24:13][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -102 [number]
[13:24:13][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -102 [number]
[13:24:13][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -102 [number]
[13:24:13][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -95 [number]
[13:24:13][S<-C] ReplicatedStorage.RemotesFolder.Dread | "clear"
[13:24:13][C->FireServer] ReplicatedStorage.RemotesFolder.PingRemote | 
[13:24:13][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -91 [number]
[13:24:13][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -87 [number]
[13:24:13][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -49 [number]
[13:24:13][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 9 [number]
[13:24:13][C->InvokeServer] ReplicatedStorage.RemotesFolder.CheckRevive | 
[13:24:13][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 40 [number]
[13:24:13][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 48 [number]
[13:24:13][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 48 [number]
[13:24:14][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 48 [number]
[13:24:14][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 48 [number]
[13:24:14][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 48 [number]
[13:24:14][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 28 [number]
[13:24:14][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -29 [number]
[13:24:14][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -79 [number]
[13:24:14][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -102 [number]
[13:24:14][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -106 [number]
[13:24:14][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -106 [number]
[13:24:14][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -106 [number]
[13:24:14][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -106 [number]
[13:24:14][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -106 [number]
[13:24:14][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -110 [number]
[13:24:14][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -133 [number]
[13:24:14][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -156 [number]
[13:24:14][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -156 [number]
[13:24:14][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -156 [number]
[13:24:14][S<-C] ReplicatedStorage.RemotesFolder.Dread | "clear"
[13:24:14][C->FireServer] ReplicatedStorage.RemotesFolder.PingRemote | 
[13:24:14][C->InvokeServer] ReplicatedStorage.RemotesFolder.CheckRevive | 
[13:24:14][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -156 [number]
[13:24:14][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -156 [number]
[13:24:14][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -156 [number]
[13:24:14][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -152 [number]
[13:24:15][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -152 [number]
[13:24:15][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -156 [number]
[13:24:15][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -156 [number]
[13:24:15][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -156 [number]
[13:24:15][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -156 [number]
[13:24:15][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -148 [number]
[13:24:15][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -83 [number]
[13:24:15][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -2 [number]
[13:24:15][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 13 [number]
[13:24:15][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 13 [number]
[13:24:15][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 13 [number]
[13:24:15][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 13 [number]
[13:24:15][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 6 [number]
[13:24:15][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -13 [number]
[13:24:15][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -33 [number]
[13:24:15][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -44 [number]
[13:24:15][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -48 [number]
[13:24:15][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -52 [number]
[13:24:15][S<-C] ReplicatedStorage.RemotesFolder.Dread | "clear"
[13:24:15][C->FireServer] ReplicatedStorage.RemotesFolder.PingRemote | 
[13:24:15][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -52 [number]
[13:24:15][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -52 [number]
[13:24:15][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -52 [number]
[13:24:15][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -52 [number]
[13:24:15][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -52 [number]
[13:24:15][C->InvokeServer] ReplicatedStorage.RemotesFolder.CheckRevive | 
[13:24:15][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -60 [number]
[13:24:15][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -60 [number]
[13:24:15][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -60 [number]
[13:24:15][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -60 [number]
[13:24:16][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -60 [number]
[13:24:16][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -52 [number]
[13:24:16][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -52 [number]
[13:24:16][S<-C] ReplicatedStorage.RemotesFolder.Dread | "clear"
[13:24:16][C->FireServer] ReplicatedStorage.RemotesFolder.PingRemote | 
[13:24:16][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -52 [number]
[13:24:16][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -52 [number]
[13:24:16][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -52 [number]
[13:24:16][C->InvokeServer] ReplicatedStorage.RemotesFolder.CheckRevive | 
[13:24:16][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -37 [number]
[13:24:16][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 83 [number]
[13:24:16][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 110 [number]
[13:24:17][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 79 [number]
[13:24:17][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 75 [number]
[13:24:17][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 75 [number]
[13:24:17][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 75 [number]
[13:24:17][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 60 [number]
[13:24:17][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 13 [number]
[13:24:17][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 6 [number]
[13:24:17][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 6 [number]
[13:24:17][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 6 [number]
[13:24:17][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 6 [number]
[13:24:17][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 6 [number]
[13:24:17][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 6 [number]
[13:24:17][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 6 [number]
[13:24:17][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 6 [number]
[13:24:17][S<-C] ReplicatedStorage.RemotesFolder.Dread | "clear"
[13:24:17][C->FireServer] ReplicatedStorage.RemotesFolder.PingRemote | 
[13:24:17][C->InvokeServer] ReplicatedStorage.RemotesFolder.CheckRevive | 
[13:24:18][C->FireServer] Workspace.CurrentRooms.15.Door.ClientOpen | 
[13:24:18][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 6 [number]
[13:24:18][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 6 [number]
[13:24:18][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -2 [number]
[13:24:18][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -13 [number]
[13:24:18][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -17 [number]
[13:24:18][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -17 [number]
[13:24:18][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -17 [number]
[13:24:18][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -17 [number]
[13:24:18][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -17 [number]
[13:24:18][S<-C] ReplicatedStorage.RemotesFolder.Dread | "clear"
[13:24:18][C->FireServer] ReplicatedStorage.RemotesFolder.PingRemote | 
[13:24:18][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -21 [number]
[13:24:18][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -40 [number]
[13:24:18][C->InvokeServer] ReplicatedStorage.RemotesFolder.CheckRevive | 
[13:24:18][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -60 [number]
[13:24:18][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -60 [number]
[13:24:18][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -60 [number]
[13:24:19][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -60 [number]
[13:24:19][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -60 [number]
[13:24:19][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -60 [number]
[13:24:19][S<-C] ReplicatedStorage.RemotesFolder.Dread | "clear"
[13:24:19][S<-C] ReplicatedStorage.RemotesFolder.LiveClock | 0 [number]
[13:24:19][S<-C] ReplicatedStorage.RemotesFolder.UseEventModule | "toggle" | 10 [number] | false [boolean] | 0, 0, 0 [Color3]
[13:24:19][S<-C] ReplicatedStorage.RemotesFolder.UseEventModule | "toggle" | 11 [number] | false [boolean] | 0, 0, 0 [Color3]
[13:24:19][C->InvokeServer] ReplicatedStorage.RemotesFolder.CheckRevive | 
[13:24:19][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -64 [number]
[13:24:19][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -114 [number]
[13:24:19][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -200 [number]
[13:24:19][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -274 [number]
[13:24:19][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -305 [number]
[13:24:19][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -316 [number]
